company,product_name,reference_id,review_year,cocoa_percent,company_location,rating,bean_type,bean_origin,is_dark,rating_grade
Cacao Hunters,Perla Negra,1816,2016,74.0,Colombia,3.75,,,True,Premium
Cacao Hunters,Arhuacos,1662,2015,72.0,Colombia,3.75,,,True,Premium
Cacao Hunters,Sierra Nevada,1430,2014,64.0,Colombia,3.5,,,False,Premium
Cacao Hunters,Tumaco,1430,2014,70.0,Colombia,3.5,,,True,Premium
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69.0,Colombia,2.75,,,False,Poprawny
Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25,,,True,Premium
Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.0,U.S.A.,3.5,Trinitario,,True,Premium
Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.0,U.S.A.,3.75,Criollo,,True,Premium
Cacao Prieto,"Dominican Republicm, rustic",641,2011,72.0,U.S.A.,3.0,,,True,Poprawny
Cacao Prieto,Dominican Republic,641,2011,66.0,U.S.A.,3.75,,,False,Premium
Cacao Prieto,"Dominican Republic, rustic",647,2011,65.0,U.S.A.,3.25,,,False,Premium
Cacao Sampaka,"Mahali, Kasai",1908,2016,70.0,Spain,3.5,Criollo,,True,Premium
Cacao Sampaka,Madagascar,508,2010,71.0,Spain,3.5,Trinitario,,True,Premium
Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75,,,True,Premium
Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0,,,True,Premium
Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,,True,Premium
Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,,,True,Premium
Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,,,True,Premium
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.0,Spain,4.0,Criollo,,True,Premium
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.0,Spain,4.0,Criollo,,True,Premium
Cacao Store,Madagascar,1684,2015,70.0,Japan,3.0,Trinitario,,True,Poprawny
Cacao Store,Peru,1684,2015,70.0,Japan,3.25,,,True,Premium
Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,,True,Premium
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.0,Peru,3.25,,,True,Premium
Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero (Arriba),,False,Premium
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero (Arriba),,True,Premium
Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero (Arriba),,True,Poprawny
Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero (Arriba),,True,Rozczarowujący
Callebaut,Grenada,296,2008,60.0,Belgium,2.75,Trinitario,,False,Poprawny
Callebaut,Baking,141,2007,70.0,Belgium,1.0,,,True,Nieprzyjemny
C-Amaro,Cuba,1442,2014,75.0,Italy,2.5,,,True,Poprawny
C-Amaro,Dominican Republic,1442,2014,72.0,Italy,3.0,,,True,Poprawny
C-Amaro,"Lago di Como, Blu",1442,2014,70.0,Italy,3.5,Blend,,True,Premium
C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,,,True,Premium
C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,,,True,Poprawny
C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,,True,Poprawny
C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,,True,Poprawny
Cao,Porcelana,1804,2016,75.0,U.S.A.,2.5,Criollo,,True,Poprawny
Cao,Tanzania,1804,2016,73.0,U.S.A.,2.75,,,True,Poprawny
Cao,"Porcelana, Batch 5163",1804,2016,70.0,U.S.A.,3.0,Criollo,,True,Poprawny
Cao,Bolivia,1808,2016,75.0,U.S.A.,3.0,,,True,Poprawny
Cao,Brazil,1808,2016,70.0,U.S.A.,3.25,Trinitario,,True,Premium
Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero (Arriba),,True,Rozczarowujący
Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero (Arriba),,True,Poprawny
Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero (Arriba),,True,Poprawny
Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero (Arriba),,False,Poprawny
Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero (Arriba),,False,Premium
Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero (Arriba),,False,Premium
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,,True,Premium
Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,,,True,Premium
Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,,,True,Premium
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,,,True,Premium
Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,,,True,Premium
Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,,True,Poprawny
Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,,True,Poprawny
Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,,False,Poprawny
Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,,False,Premium
Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,,False,Premium
Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,,False,Premium
Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,,False,Premium
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,U.S.A.,4.0,Trinitario,,True,Premium
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,U.S.A.,3.5,Trinitario,,True,Premium
Castronovo,"Duarte, Batch 360",1570,2015,70.0,U.S.A.,3.75,"Criollo, Trinitario",,True,Premium
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,U.S.A.,3.5,,,True,Premium
Castronovo,Sierra Nevada,1347,2014,72.0,U.S.A.,3.5,"Criollo, Trinitario",,True,Premium
Castronovo,Arauca,1371,2014,76.0,U.S.A.,3.5,"Criollo, Trinitario",,True,Premium
Castronovo,Elvesia P.,1407,2014,70.0,U.S.A.,2.75,Trinitario,,True,Poprawny
Castronovo,Bolivia,1101,2013,70.0,U.S.A.,3.0,Trinitario,,True,Poprawny
Castronovo,Conacado,1101,2013,73.0,U.S.A.,3.5,Trinitario,,True,Premium
Castronovo,San Martin,1105,2013,70.0,U.S.A.,2.5,Criollo,,True,Poprawny
Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,U.S.A.,3.25,,,True,Premium
Castronovo,Nicaragua,1109,2013,72.0,U.S.A.,3.25,Trinitario,,True,Premium
Castronovo,Tumbes,1153,2013,70.0,U.S.A.,2.75,Criollo,,True,Poprawny
Castronovo,Guaniamo,1153,2013,72.0,U.S.A.,3.0,,,True,Poprawny
Cello,Ecuador,1247,2014,70.0,U.S.A.,2.5,,,True,Poprawny
Cello,Peru,1247,2014,70.0,U.S.A.,2.75,,,True,Poprawny
Cello,Venezuela,1251,2014,70.0,U.S.A.,2.75,,,True,Poprawny
Cello,Bolivia,1251,2014,70.0,U.S.A.,3.0,,,True,Poprawny
Cemoi,Equateur,404,2009,72.0,France,2.75,,,True,Poprawny
Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,,True,Poprawny
Charm School,Maya Mtn,1900,2016,70.0,U.S.A.,3.25,,,True,Premium
Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero (Arriba),,False,Poprawny
Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero (Arriba),,True,Poprawny
Chequessett,la Amistad,1235,2014,70.0,U.S.A.,3.5,,,True,Premium
Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,,,True,Premium
Chocablog,Ecuador,1454,2015,70.0,U.K.,3.25,,,True,Premium
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,,True,Poprawny
Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,,True,Premium
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,,True,Poprawny
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,,True,Premium
Chocolarder,Peru,1482,2015,65.0,U.K.,2.5,Criollo,,False,Poprawny
Chocolarder,Peru + nibs,1482,2015,65.0,U.K.,2.75,Criollo,,False,Poprawny
Chocolarder,Dominican Republic,1514,2015,80.0,U.K.,2.5,,,True,Poprawny
Chocola'te,Madagascar,647,2011,70.0,U.S.A.,3.75,Trinitario,,True,Premium
Chocola'te,Venezuela,647,2011,68.0,U.S.A.,3.75,,,False,Premium
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,U.S.A.,2.5,,,True,Poprawny
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,U.S.A.,2.5,,,True,Poprawny
Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,U.S.A.,2.5,,,True,Poprawny
Chocolate Con Amor,Uganda,1760,2016,70.0,U.S.A.,2.75,,,True,Poprawny
Chocolate Con Amor,Dominican Republic,1764,2016,60.0,U.S.A.,3.0,,,False,Poprawny
Chocolate Con Amor,Dominican Republic,1764,2016,75.0,U.S.A.,3.0,,,True,Poprawny
Chocolate Con Amor,Ocumare,1764,2016,80.0,U.S.A.,3.0,Criollo (Ocumare),,True,Poprawny
Chocolate Con Amor,Ecuador,1764,2016,70.0,U.S.A.,3.25,,,True,Premium
Chocolate Con Amor,Nicaragua,1768,2016,80.0,U.S.A.,2.75,,,True,Poprawny
Chocolate Conspiracy,Peru,1259,2014,74.0,U.S.A.,2.75,,,True,Poprawny
Chocolate Makers,Tres Hombres,1530,2015,75.0,Amsterdam,3.25,Trinitario,,True,Premium
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Amsterdam,3.5,Forastero,,False,Premium
Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Amsterdam,3.75,Criollo,,True,Premium
"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero (Nacional),,False,Premium
"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,,True,Premium
"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero (Nacional),,True,Premium
"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,Forastero (Arriba),,True,Poprawny
"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,,False,Poprawny
"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,,True,Premium
Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,,True,Poprawny
ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,,True,Poprawny
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,,,False,Premium
Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,,True,Premium
Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,,True,Premium
Chocovic,Kendari,439,2009,60.0,Spain,3.25,,,False,Premium
Chocovic,Tarakan,439,2009,75.0,Spain,3.25,,,True,Premium
Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,,True,Premium
Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero (Arriba),,True,Poprawny
Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,,True,Poprawny
Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,,True,Poprawny
Chocovivo,Tabasco,1522,2015,65.0,U.S.A.,2.5,Trinitario,,False,Poprawny
Chocovivo,Tabasco,1522,2015,75.0,U.S.A.,2.5,Trinitario,,True,Poprawny
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,,True,Poprawny
Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,,True,Poprawny
Choklat,Brazilian,377,2009,70.0,Canada,3.0,,,True,Poprawny
Choklat,Brazilian,377,2009,80.0,Canada,3.0,,,True,Poprawny
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,,True,Poprawny
Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,,,False,Poprawny
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,,,True,Premium
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero (Nacional),,False,Premium
Chuao Chocolatier,Choroni,445,2009,61.0,U.S.A.,3.0,Criollo,,False,Poprawny
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,U.S.A.,2.75,Trinitario,,True,Poprawny
Claudio Corallo,Terreiro Velho P.,470,2010,73.5,Sao Tome,3.75,Forastero,,True,Premium
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,,True,Poprawny
Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,,True,Premium
Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,,True,Nieprzyjemny
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,U.S.A.,3.5,,,True,Premium
Coleman & Davis,Sambirano,1646,2015,75.0,U.S.A.,3.0,Trinitario,,True,Poprawny
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,,,True,Premium
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,,True,Poprawny
Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,,,True,Premium
Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,,True,Premium
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero (Nacional),,True,Poprawny
Condor,Camino Verde,1630,2015,76.0,U.S.A.,3.5,,,True,Premium
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,U.S.A.,2.75,Trinitario,,True,Poprawny
Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero (Nacional),,False,Premium
Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,,True,Premium
Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,,,True,Rozczarowujący
Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,,True,Premium
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,,True,Premium
Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,,True,Premium
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,,True,Poprawny
Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,,True,Poprawny
Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,,True,Poprawny
Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,,True,Premium
Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo (Ocumare 61),,True,Premium
Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,,True,Poprawny
Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,,False,Premium
Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,"Criollo, Trinitario",,True,Premium
Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,"Criollo, Trinitario",,True,Premium
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,,True,Poprawny
Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo (Porcelana),,True,Poprawny
Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,,True,Poprawny
Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,,,True,Nieprzyjemny
Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,,True,Poprawny
Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,,True,Poprawny
Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,,True,Premium
Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,,False,Premium
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,,False,Premium
Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,,False,Premium
Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,,True,Premium
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,U.S.A.,3.25,Forastero (Nacional),,True,Premium
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,U.S.A.,3.75,Forastero (Nacional),,True,Premium
Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,,,True,Poprawny
Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,,,True,Premium
Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,U.S.A.,2.75,,,True,Poprawny
Damson,Robson Estate,1610,2015,70.0,U.K.,3.0,Trinitario,,True,Poprawny
Damson,Los Rios,1610,2015,70.0,U.K.,3.5,,,True,Premium
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,U.K.,2.25,,,True,Poprawny
Damson,O'Payo,1666,2015,70.0,U.K.,2.75,,,True,Poprawny
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,U.S.A.,3.75,,,True,Premium
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,U.S.A.,3.0,Trinitario,,True,Poprawny
Dandelion,Maya Mountain,1219,2014,70.0,U.S.A.,3.5,Trinitario,,True,Premium
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,U.S.A.,3.5,,,True,Premium
Dandelion,Buto,1303,2014,70.0,U.S.A.,2.75,,,True,Poprawny
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,U.S.A.,3.75,,,True,Premium
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,U.S.A.,2.75,,,True,Poprawny
Dandelion,Patanemo,1026,2013,70.0,U.S.A.,3.25,,,True,Premium
Dandelion,"Mantuano, 2012",1085,2013,70.0,U.S.A.,3.5,,,True,Premium
Dandelion,Papua New Guinea,1153,2013,70.0,U.S.A.,3.5,,,True,Premium
Dandelion,Upala,805,2012,70.0,U.S.A.,3.0,,,True,Poprawny
Dandelion,Colombian,805,2012,70.0,U.S.A.,3.25,,,True,Premium
Dandelion,"Elvesia, 2011",915,2012,70.0,U.S.A.,3.75,,,True,Premium
Dandelion,Dominican Republic,654,2011,70.0,U.S.A.,3.25,,,True,Premium
Dandelion,Madagascar,654,2011,70.0,U.S.A.,3.25,Trinitario,,True,Premium
Dandelion,Tanzania,654,2011,70.0,U.S.A.,3.25,,,True,Premium
Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,,,True,Premium
Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,,True,Poprawny
Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,,,True,Premium
Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,,True,Premium
Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,,True,Premium
Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,,,True,Premium
Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,,,False,Premium
Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,,True,Poprawny
Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,,False,Premium
DAR,"Venezuela, batch 122",1920,2016,72.0,U.S.A.,2.75,,,True,Poprawny
DAR,Vietnam,1920,2016,72.0,U.S.A.,3.0,Trinitario,,True,Poprawny
DAR,"DUO, batch 002",1920,2016,70.0,U.S.A.,3.25,,,True,Premium
Dark Forest,Bolivia,1708,2016,75.0,U.S.A.,3.25,,,True,Premium
Dark Forest,Madagascar,1550,2015,70.0,U.S.A.,3.0,Trinitario,,True,Poprawny
Dark Forest,Ocumare,1550,2015,70.0,U.S.A.,3.25,,,True,Premium
Dark Forest,Tanzania,1554,2015,70.0,U.S.A.,3.0,,,True,Poprawny
Dark Forest,Ecuador,1554,2015,70.0,U.S.A.,3.25,,,True,Premium
Davis,Ghana,1093,2013,70.0,U.S.A.,2.5,Forastero,,True,Poprawny
Davis,Rainforest,1093,2013,70.0,U.S.A.,2.75,,,True,Poprawny
Davis,Venezuela,1093,2013,70.0,U.S.A.,2.75,,,True,Poprawny
Davis,West Africa,907,2012,58.0,U.S.A.,3.25,Forastero,,False,Premium
De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,,,True,Premium
De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,,,False,Premium
De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,,True,Poprawny
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,,,True,Poprawny
Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,U.S.A.,2.5,Trinitario,,False,Poprawny
Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,U.S.A.,3.0,,,False,Poprawny
Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,U.S.A.,3.0,,,True,Poprawny
Dean and Deluca (Belcolade),Ghana,175,2007,60.0,U.S.A.,3.0,Forastero,,False,Poprawny
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,U.S.A.,3.0,,,False,Poprawny
Dean and Deluca (Belcolade),Peru,180,2007,64.0,U.S.A.,3.0,,,False,Poprawny
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,,,False,Poprawny
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,,,False,Premium
Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,,,True,Poprawny
DeVries,Bolivian,241,2008,80.0,U.S.A.,2.75,,,True,Poprawny
DeVries,Costa Rica,166,2007,77.0,U.S.A.,3.5,Trinitario,,True,Premium
DeVries,Dominican Republic,166,2007,77.0,U.S.A.,3.5,,,True,Premium
Dick Taylor,Lanquin Estate,1952,2017,70.0,U.S.A.,3.75,,,True,Premium
Dick Taylor,Tien Giang,1864,2016,78.0,U.S.A.,3.5,Trinitario,,True,Premium
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,U.S.A.,3.75,,,True,Premium
Dick Taylor,Elvesia,1235,2014,74.0,U.S.A.,3.5,,,True,Premium
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,U.S.A.,3.25,,,True,Premium
Dick Taylor,Camino Verde,1193,2013,76.0,U.S.A.,3.5,,,True,Premium
Dick Taylor,Bolivia,895,2012,75.0,U.S.A.,2.75,,,True,Poprawny
Dick Taylor,Belize,955,2012,72.0,U.S.A.,2.75,Trinitario,,True,Poprawny
Dick Taylor,Sambirano,661,2011,80.0,U.S.A.,2.75,Trinitario,,True,Poprawny
Dick Taylor,Sambirano,661,2011,72.0,U.S.A.,3.0,Trinitario,,True,Poprawny
Dick Taylor,Mantuano,682,2011,75.0,U.S.A.,2.75,Criollo,,True,Poprawny
Dick Taylor,La Red,769,2011,74.0,U.S.A.,3.0,,,True,Poprawny
Dick Taylor,Ecuador,769,2011,70.0,U.S.A.,3.25,,,True,Premium
Doble & Bignall,Puerto Cabello,1688,2015,85.0,U.K.,3.0,,,True,Poprawny
Doble & Bignall,"Panama, Raven",1371,2014,72.0,U.K.,3.25,,,True,Premium
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,U.K.,3.25,Trinitario,,True,Premium
Doble & Bignall,Johe,1407,2014,72.0,U.K.,3.5,"Criollo, Trinitario",,True,Premium
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,U.S.A.,3.75,,,True,Premium
Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,,True,Poprawny
Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,,,True,Rozczarowujący
Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,,,True,Premium
Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo (Ocumare 77),,True,Premium
Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,,True,Poprawny
Domori,Morogoro,863,2012,70.0,Italy,3.5,,,True,Premium
Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,,True,Premium
Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,,True,Premium
Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,,True,Poprawny
Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,,True,Poprawny
Domori,Teyuna,272,2008,70.0,Italy,3.0,,,True,Poprawny
Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend,,True,Premium
Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend,,True,Premium
Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo (Porcelana),,True,Premium
Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo (Ocumare 61),,True,Premium
Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,,False,Premium
Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,,True,Premium
Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,,True,Premium
Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,,True,Premium
Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero (Arriba),,True,Premium
Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo (Ocumare 67),,True,Premium
Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,,True,Poprawny
Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,,True,Premium
Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,,True,Premium
Dormouse,Non Pariel Estate,1880,2016,75.0,U.K.,2.75,Trinitario,,True,Poprawny
Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,U.K.,2.5,Trinitario,,True,Poprawny
Dormouse,"Colombia, Batch 9",1676,2015,80.0,U.K.,2.75,"Criollo, Trinitario",,True,Poprawny
Dormouse,"Madagascar, Batch 8",1676,2015,77.0,U.K.,2.75,"Criollo, Trinitario",,True,Poprawny
Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,U.K.,4.0,Criollo,,True,Premium
Duffy's,"Chuno, Xoco",1331,2014,70.0,U.K.,3.5,Criollo,,True,Premium
Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,U.K.,3.75,Criollo,,True,Premium
Duffy's,Ocumare,923,2012,72.0,U.K.,3.75,,,True,Premium
Duffy's,"Indio Rojo, Xoco",623,2011,72.0,U.K.,3.75,Criollo,,True,Premium
Duffy's,Dominican Republic,661,2011,65.0,U.K.,3.5,,,False,Premium
